id,trigger,conditions,script,text,options,notes
sal_probeDetails,ShowSalvageEntityDetails,$customType == derelict_probe,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo",探测器的外壳不止被微撞击弄得坑坑洼洼，还出现了遭受骇人的辐射灼烧所留下的典型虹色幻彩。尽管这个探测器的很可能是在一两千星年之前被制造，但根据设计，一些系统应该还在工作。,,
sal_surveyShipDetails,ShowSalvageEntityDetails,$customType == derelict_survey_ship,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo",这艘古老的人之领时代自动化勘探船一直暴露在带电粒子和高速星际尘埃的冲击下，饱受蹂躏了几个世纪。 但船上的一些系统似乎仍依照设计运行着。,,
sal_mothershipDetails,ShowSalvageEntityDetails,$customType == derelict_mothership,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo",这艘巨大的自动化勘探母舰在为人之领服务的几个世纪的岁月里遭受了数不尽的灼烧和撞击，最终成为了被人遗忘的漂流废船。 不过传感器指出，这艘船上的一些系统仍依照设计运行着。,,
sal_derelictDefConstructionInfo,DerelictPrintExtraInfo,$global.defeatedDerelictStr >= 50,,感应器回馈显示在船只残骸附近存在异常的短半衰期带电粒子。残骸的内部结构密度分布也与你之前遇到过人之领时代探索船的推断模式不符，似乎其内部质量遭到了移除或有目的地重新分配。,,
sal_wreckDetails,ShowSalvageEntityDetails,$customType == wreck,"ShowDefaultVisual
PrintWreckDescription",,,
,,,,,,
# Explore/Leave options and actions,,,,,,
sal_defaultLeave1,PopulateSalvageOptions1,,SetShortcut defaultLeave ESCAPE,,100:defaultLeave:离开,
sal_explore,PopulateSalvageOptions1,$customType != debris_field_shared,,,0:salExplore:勘探,
sal_assess,PopulateSalvageOptions1,$customType == debris_field_shared,,,0:salExplore:评估,
sal_defenders,DialogOptionSelected,"$option == salExplore
$hasDefenders",FireBest TriggerAutomatedDefenses,,,
sal_noDefenders,DialogOptionSelected,$option == salExplore,FireBest CheckSalvageSpecial,,,
,,,,,,
# Descriptions of automated defenders,,,,,,
sal_printDefaultDefenders,TriggerAutomatedDefenses,,SalvageDefenderInteraction,在你的{$shipOrFleet}接近时，{$shortName}附近出现了新的能量反应。,,
sal_printDebrisDefenders,TriggerAutomatedDefenses,$customType == debris_field_shared,SalvageDefenderInteraction,在你的{$shipOrFleet}接近时，在一块大型残骸附近出现了新的能量反应。,,
sal_triggerProbeDefenders,TriggerAutomatedDefenses,$customType == derelict_probe,SalvageDefenderInteraction,在你的{$shipOrFleet}接近时，探测器的货舱内上线了数个新的能量反应。,,
sal_triggerSurveyShipDefenders,TriggerAutomatedDefenses,$customType == derelict_survey_ship,SalvageDefenderInteraction,在你的{$shipOrFleet}接近时，多个能量反应出现在了外壳破损的勘探船体内外各处。,,
sal_triggerMothershipDefendersBoth,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasStation
$hasNonStation",SalvageDefenderInteraction,在你的{$shipOrFleet}接近时，从母舰巨大船体上多个位于阴暗中的工作舱内检测到了许多强烈的能量信号正在上线。你的传感器还探测到母舰上的数个武器装置正在启动。,,
sal_triggerMothershipDefendersOnlyDrones,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasNonStation",SalvageDefenderInteraction,在你的{$shipOrFleet}接近时，从母舰巨大船体上多个位于阴暗中的工作舱内检测到了许多强烈的能量信号正在上线。,,
sal_triggerMothershipDefendersOnlyItself,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasStation",SalvageDefenderInteraction,在你的{$shipOrFleet}接近时，你的感应器检测到位于母舰巨大舰体上数个阴暗裂口内的武器装置正在启动。,,
,,,,,,
"# Checking whether salvage results in a ""special"" find. This is where SalvageDefenderInteraction returns to.",,,,,,
sal_continuePostDefenders,BeatDefendersContinue,,,你的{$shipOrFleet}成功抵近了{$nameInText}，没有发生其他异常事件。,0:salBeatDefendersContinue:继续,
sal_continuePostDefendersDerelict,BeatDefendersContinue,$faction.id == derelict,,"在你的{$shipOrFleet}清理掉自动防御系统的时候，检测到从{$shortName}发出了一个微弱的超空间脉冲激波。尚不清楚这是子系统临终时的随机噪声，还是某种加密信号。

你的{$shipOrFleet}成功抵近了{$nameInText}，没有发生其他异常事件。",0:salBeatDefendersContinue:继续,
sal_continuePostDefendersSelected,DialogOptionSelected,$option == salBeatDefendersContinue,FireBest CheckSalvageSpecial,,,
sal_checkSpecialFound,CheckSalvageSpecial,$salvageSpecialData != null,"ShowDefaultVisual
SalvageSpecialInteraction",,,
,,,,,,
"# If no special, go right to salvage. If there was a special, ""Continue"" to go to salvage",,,,,,
sal_checkSpecialNoneFound,CheckSalvageSpecial,,"ShowDefaultVisual
FireBest BeginSalvage",,,
sal_specialFinished,SalvageSpecialFinished,,,,0:salSpecialContinue:继续,
sal_specialContinueSelected,DialogOptionSelected,$option == salSpecialContinue,FireBest BeginSalvage,,,
sal_specialFinishedNoContinue,SalvageSpecialFinishedNoContinue,,FireBest BeginSalvage,,,
,,,,,,
# Actual salvage process,,,,,,
sal_showRatingAndCost,BeginSalvage,,"SalvageEntity showCost
FireAll PopulateSalvageOptions2",,,
sal_showRatingAndCostUnable,BeginSalvage,$canNotSalvage,,,100:defaultLeave:$salvageLeaveText,
sal_optionLeave,PopulateSalvageOptions2,,SetShortcut defaultLeave ESCAPE,,100:defaultLeave:离开,
#sal_optionSalvageDisabledCost,PopulateSalvageOptions2,"!$canSalvage
!$canAffordSalvage
$canDoSalvageRating","SetEnabled salSalvage false
SetTooltip salSalvage ""你的舰队缺乏在此开展正常的打捞作业的必要资源。""",,0:salSalvage:开始打捞作业,
#sal_optionSalvageDisabledRating,PopulateSalvageOptions2,"!$canSalvage
$canAffordSalvage
!$canDoSalvageRating","SetEnabled salSalvage false
SetTooltip salSalvage ""由于打捞难度系数太高，你无法开展正常的打捞作业。""",,0:salSalvage:开始打捞作业,
#sal_optionSalvageDisabledBoth,PopulateSalvageOptions2,"!$canSalvage
!$canDoSalvageRating
!$canAffordSalvage","SetEnabled salSalvage false
SetTooltip salSalvage ""由于打捞难度系数太高，你无法开展正常的打捞作业。并且你的舰队缺乏在此开展打捞作业的必要资源。""",,0:salSalvage:开始打捞作业,
sal_optionSalvageEnabled,PopulateSalvageOptions2,,,,0:salSalvage:开始打捞作业,
#sal_optionDemolish,PopulateSalvageOptions2,$customType != debris_field_shared,"SetTooltip salDemolish ""与正常的打捞作业相比，在产生的残骸区中进行打捞只能回收大概一半的打捞物。""",,1:salDemolish:将其击碎,
sal_forceRecoveryOpt,PopulateSalvageOptions2,SalvageEntity canBeMadeRecoverable,SetStoryColor salMakeRecoverable,,10:salMakeRecoverable:考虑是否采取特别措施来修复这艘船,
sal_forceRecoveryOptSel,DialogOptionSelected,$option == salMakeRecoverable,"SalvageEntity showRecoverable
FireBest CheckSalvageSpecial",,,
sal_optionCheckAccidents,DialogOptionSelected,$option == salSalvage,SalvageEntity checkAccidents,,,
sal_salvageOptionSelected,DialogOptionSelected,$option == salPerform,"SalvageEntity performSalvage
FireBest PostSalvagePerform",,,
sal_demolishOptionSelected,DialogOptionSelected,$option == salDemolish,SetShortcut defaultLeave ESCAPE,打捞人员在结构的关键点设置了瞄准信标。,"0:salDemolishConfirm:下令开火
100:defaultLeave:离开",
sal_demolishOptionConfirmed,DialogOptionSelected,$option == salDemolishConfirm,SalvageEntity demolish,,,
,,,,,,
,,,,,,
# CARGO PODS,,,,,,
pods_start,OpenInteractionDialog,$customType == cargo_pods,"ShowDefaultVisual
CargoPods printDesc
FireAll CargoPodsOptions
FireAll CargoPodsOptionsUpdate",,,
pods_open,CargoPodsOptions,!$locked,,,0:podsOpen:检查货物舱内容物,
pods_leave,CargoPodsOptions,,SetShortcut defaultLeave ESCAPE,,100:defaultLeave:离开,
pods_stabilize,CargoPodsOptions,,,,1:podsStabilize:把货物舱送入稳定轨道,
pods_stabilizeDisable,CargoPodsOptionsUpdate,$inHyperspace,"SetEnabled podsStabilize false
SetTooltip podsStabilize ""无法在超空间中完成。""",,,
pods_stabilizeDisableDidAlready,CargoPodsOptionsUpdate,"!$inHyperspace
$stabilized
$daysLeft > 300","SetEnabled podsStabilize false
SetTooltip podsStabilize ""货物仓已经位于一个相当稳定的轨道上，采取更多的措施没有意义。""",,,
pods_break,CargoPodsOptions,"$locked
!$canUnlock",,,0:podsBreak:炸开锁,
pods_unlock,CargoPodsOptions,"$locked
$canUnlock",,,0:podsOpen:传送密钥代码并检查其内容物,
pods_openOption,DialogOptionSelected,$option == podsOpen,"unset $locked
unset $trapped
CargoPods openCargo",,,
pods_breakOption,DialogOptionSelected,"$option == podsBreak
!$trapped","CargoPods breakLocks
unset $locked
unset $trapped",,,
pods_breakOption2,DialogOptionSelected,"$option == podsBreak
$trapped",CargoPods destroy,不幸的是，只有给出正确的授权码才能避免货物仓的自爆装置启动，因此仓内的货物被全部炸毁了。,100:defaultLeave:离开,
pods_stabilizeSel,DialogOptionSelected,$option == podsStabilize,"CargoPods computeStabilizeData
AddText ""稳定化将使货物仓在一个可预测的轨道上继续运行{$stabilizeDays}天。稳定化之后添加或移除任何货物将破坏轨道的稳定性。""
SetTextHighlights $stabilizeDays ""将破坏轨道的稳定性""
ShowResCost supplies $stabilizeSupplies true
FireBest CargoPodsDisableProceedIfNeeded",,"0:podsStabConfirm:继续
1:podsStabAbort:算了",
pods_stabilizeSuppliesNotEnough,CargoPodsDisableProceedIfNeeded,$stabilizeSupplies >= $player.supplies,SetEnabled podsStabConfirm false,,,
pods_stabConfirmSel,DialogOptionSelected,$option == podsStabConfirm,"CargoPods stabilize
FireAll CargoPodsOptions
FireAll CargoPodsOptionsUpdate",,,
pods_stabAbortSel,DialogOptionSelected,$option == podsStabAbort,"FireAll CargoPodsOptions
FireAll CargoPodsOptionsUpdate",,,
,,,,,,
,,,,,,
# luddic shrine interaction test by David! (Having some Fun.),,,,,,
shrineOpenDialog,OpenInteractionDialog,$tag:luddicShrine,"PrintDescription 1
AddText ""着陆舱里挤满了身着传统手织品的卢德朝圣者队伍，他们正在与准助理牧师们会面。一名侍从用怀疑的眼光打量着你，询问你此行的目的。""
ShowDefaultVisual
FireBest ShrineMainOptions",,,
shrineMainOptions,ShrineMainOptions,,"SetShortcut shrineLeave ""ESCAPE""",,"0:shrineVisit:参观
1:shrineMakeOffering:提供捐赠
10:shrineLeave:离开",
shrineVisit,DialogOptionSelected,$option == shrineVisit,"SetShortcut shrineLeave ""ESCAPE""","侍从接受了你的请求，只是稍显不悦。出乎你意料的是，一名准助理牧师走了过来，领你去了圣地的观礼室。

一个巨大而昏暗的回廊围绕着一扇百米宽的菱形窗口展开，让人得以一览Kumari Aru的壮丽美景。在这里，朝圣者们冥思创世者的神迹，体验下方赫然耸立的气态巨星所展现出的庄严敬畏之美。规模相当于一个标准的类地星球风暴系统缓慢而威严地翻腾着，大片绿紫色的雷电不时闪烁其中，孕育着数不尽的异种生命。不知在那阴暗的云层之下，是否有什么难以名状之物正抬头望着它们的天空中的亮点？

一段时间后，你回到了你的船上。",shrineLeave:离开,
shrineLeave,DialogOptionSelected,$option == shrineLeave,DismissDialog,,,
,,,,,,
shrineOfferingAlreadyMade,DialogOptionSelected,"$option == shrineMakeOffering
$offeringMade score:100",,你最近已经做过捐赠了，如果还这么做的话将被认为是个傲慢不得体的家伙。,,
shrineOfferingEnough,DialogOptionSelected,"$option == shrineMakeOffering
$player.supplies >= 10","SetTextHighlightColors buttonShortcut
SetTextHighlights 10",你询问准助理牧师是否可以为这片圣迹的维护提供捐助。准助理牧师带着热情的微笑解释说，10 单位的补给便可大大助于教会履行其神圣的职责。,"0:shrineGiveOffering:捐赠10 单位的补给
1:shrineCancelOffering:再考虑下",
shrineOfferingNotEnough,DialogOptionSelected,"$option == shrineMakeOffering
$player.supplies < 10","SetTextHighlightColors buttonShortcut
SetTextHighlights 10","你询问准助理牧师是否可以为这片圣迹的维护提供捐助。准助理牧师带着热情的微笑解释说，10 单位的补给便可大大助于教会履行其神圣的职责。不幸的是，你手头没有足够的物资。

准助理牧师回以你一个黯淡的微笑，""你的好意我心领了。也许你需要一份我们每班提供的布施餐？""",,
shrineGiveOffering,DialogOptionSelected,$option == shrineGiveOffering,"AddText ""一位准助理牧师在祈祷与感谢中接受了你的捐赠。""
AddRemoveCommodity supplies -10 true
AdjustRep luddic_church SHRINE_OFFERING
$offeringMade = true 60
FireBest ShrineMainOptions",,,
shrineCancelOffering,DialogOptionSelected,$option == shrineCancelOffering,FireBest ShrineMainOptions,,,
,,,,,,
# AnalyzeEntityMission entity interaction,,,,,,
aem_runSensorPackageOptionHostile,OpenInteractionDialog,"$aem_target score:1000
HostileFleetNearbyAndAware","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE","你的{$shipOrFleet}接近了{$nameInText}，合同要求你对其使用黑匣子扫描软件包。

附近的一支敌对舰队正在追踪你的行动，使你无暇停船使用扫描软件包。",100:defaultLeave:离开,
aem_runSensorPackageOption,OpenInteractionDialog,"$aem_target score:1000
!HostileFleetNearbyAndAware","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE","你的{$shipOrFleet}接近了{$nameInText}，合同要求你对其使用黑匣子扫描软件包。



","0:aem_runPackage:运行黑匣子扫描软件包
100:defaultLeave:离开",
aem_runSensorPackageOptionSel,DialogOptionSelected,$option == aem_runPackage,CallEvent $aem_eventRef runPackage,"你按下了一个按钮来运行黑匣子扫描软件包，并等待它完成。完成后，它提供了一个托管密钥，授权将商定的报酬转入了你的账户。

据推测，当你接近一处通讯中继站时，它将自动从安全通道内传输扫描结果，并从系统中自我删除。",0:aem_continue:继续,
aem_continueOptionSel,DialogOptionSelected,$option == aem_continue,FireBest OpenInteractionDialog,,,
,,,,,,
# SurveyPlanetMission,,,,,,
spm_planetApproach,OtherPlanetInteractionText,"$market.isPlanetConditionMarketOnly
!$market.isSurveyed
$spm_target",,你已经全面勘探过该行星了。,,
,,,,,,
# getting a faction commission,,,,,,
cmsn_askForCommissionOpt,PopulateOptions,"$isPerson
Commission personCanGiveCommission
!Commission hasFactionCommission",,,"20:cmsn_askCommission:""我想与{$theFaction}签订雇佣协议，担任军职。""",
cmsn_resignCommissionOpt,PopulateOptions,"$isPerson
Commission personCanGiveCommission
Commission hasFactionCommission",,,"20:cmsn_resignCommission:""我想解除与{$faction}的雇佣关系，辞去军职。""",
cmsn_lolNo,DialogOptionSelected,"$option == cmsn_askCommission
$faction.isHostile score:100","SetEnabled cmsn_askCommission false
FireBest CMSNTextRejectHostile",,,
cmsn_hasOther,DialogOptionSelected,"$option == cmsn_askCommission
!$faction.isHostile
Commission hasOtherCommission","SetEnabled cmsn_askCommission false
FireBest CMSNTextHasOther",,,
cmsn_doesNotMeetCriteria,DialogOptionSelected,"$option == cmsn_askCommission
!Commission playerMeetsCriteria","SetEnabled cmsn_askCommission false
FireBest CMSNTextUnsuited
Commission printRequirements",,,
cmsn_meetsCriteria,DialogOptionSelected,"$option == cmsn_askCommission
Commission playerMeetsCriteria",FireBest CMSNTextSuitedPart1,,0:cmsn_continueMeetsReq:继续,
cmsn_meetsCriteria2,DialogOptionSelected,$option == cmsn_continueMeetsReq,"Commission printInfo
FireBest CMSNTextSuitedPart2",,"0:cmsn_accept:确认与{$faction}签订雇佣协议
，担任军职
1:cmsn_cancel:""我可能还没有完全做好准备。""",
cmsn_accept,DialogOptionSelected,$option == cmsn_accept,"FireBest CMSNTextWelcomePart1
Commission accept
FireBest CMSNTextWelcomePart2
FireAll PopulateOptions",,,
cmsn_cancel,DialogOptionSelected,$option == cmsn_cancel,"FireBest CMSNTextChangeMind
FireAll PopulateOptions",,,
cmsn_resignShowOptions,DialogOptionSelected,$option == cmsn_resignCommission,FireBest CMSNResignAskToConfirm,,"0:cmsn_resignConfirm:""是的，我确定。""
1:cmsn_resignCancel:""抱歉，我得再考虑一下。""",
cmsn_resignConfirm,DialogOptionSelected,$option == cmsn_resignConfirm,"FireBest CMSNResignConfirmed
Commission resign
FireAll PopulateOptions",,,
cmsn_resignCancel,DialogOptionSelected,$option == cmsn_resignCancel,"FireBest CMSNResignCancelled
FireAll PopulateOptions",,,
,,,,,,
"# default commission conversation strings, copy and adjust this section for faction-specific conversation flavor",,,,,,
CMSNTextRejectHostile_default,CMSNTextRejectHostile,,,"""这是在开玩笑吗? 如果你真的是那个人，那么你已被列在好几份{$faction}的通缉名单上了! """,,
CMSNTextHasOther_default,CMSNTextHasOther,,,"""你已经在{$theOtherCommissionFaction}的军队任职了。 你必须先辞职了才能加入{$theFaction}。""",,
CMSNTextUnsuited_default,CMSNTextUnsuited,,,"""很抱歉，你不符合我们的军队就职标准。""",,
CMSNTextSuitedPart1_default,CMSNTextSuitedPart1,,,"""嗯，好的。你的确是个合适的人选.。

但接受军官任命协议是个非常重大的决定。这意味着你有义务与{$theFaction}的敌人作战，无论对方身处何处。

你也可随时辞去你的军务，但这样做绝不会让你赢得任何朋友。""",,
CMSNTextSuitedPart2_default,CMSNTextSuitedPart2,,,"""那么，怎么样？还想签约吗？""",,
CMSNTextWelcomePart1_default,CMSNTextWelcomePart1,,,"""太好了，欢迎加入!""",,
CMSNTextWelcomePart2_default,CMSNTextWelcomePart2,,,"""我还能为您做些什么?""",,
CMSNTextChangeMind_default,CMSNTextChangeMind,,,"""好吧，并不是所有人都为维护{$theFaction}的理想付出如此之多，这并不丢人。

那么，我还能为你做些什么?""",,
CMSNResignAskToConfirm_default,CMSNResignAskToConfirm,,,"""你确定吗? {$theFaction}信赖可靠的人，你的这种背弃不会轻易被原谅。""",,
CMSNResignConfirmed_default,CMSNResignConfirmed,,,"""看来你是拿定主意了。好吧，至少你还是有礼貌地亲自递交了你的辞呈。""",,
CMSNResignCancelled_default,CMSNResignCancelled,,,"""明智的决定。你这种人值得为我们继续效力。""",,
,,,,,,
# Luddic Church commission,,,,,,
CMSNTextRejectHostile_luddic,CMSNTextRejectHostile,$faction.id == luddic_church,,"""这是在开玩笑吗? 假使你的身份真的如你所言，那么来自至圣长老们的多份圣令已经定罪于你了。""",,
CMSNTextHasOther_luddic,CMSNTextHasOther,$faction.id == luddic_church,,"""你已经在{$theOtherCommissionFaction}任职了。一心不容二念；除非你先请辞那边的军务，否则你教会根本绝无可能会授任于你。""",,
CMSNTextUnsuited_luddic,CMSNTextUnsuited,$faction.id == luddic_church,,"""很抱歉，你还无法担当教会的委任。""",,
